BotName;QA;ResponseType;Value;ArchitecturalAlternative;Level;Generator
p2;Performance;Latency;30.5328;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;26.6729;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;33.806200000000004;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;26.6179;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;26.663130000000002;stplus-ps2-325-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;28.56223;stplus-ps2-325-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;33.092510000000004;stplus-ps2-325-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;26.724330000000002;stplus-ps2-325-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;33.09066;stplus-ps2-325-mod-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;27.10814;stplus-ps2-325-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;25.16403;stplus-ps2-325-mod-split(PaymentSystem);Second;Performance-Modifiability
p2;Performance;Latency;26.663130000000002;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;28.56223;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;33.092510000000004;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;26.724330000000002;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;33.09066;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;27.10814;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;28.1041;stplus-ps2-330-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;29.896;stplus-ps2-330-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;27.65328;stplus-ps2-330-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;27.119369999999996;stplus-ps2-330-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;27.653;stplus-ps2-330-mod-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;29.8716;stplus-ps2-330-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;26.9824;stplus-ps2-330-mod-split(PaymentSystem);Second;Performance-Modifiability
p2;Performance;Latency;28.1041;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;29.896;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;27.65328;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;27.119369999999996;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;27.653;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;29.8716;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;26.9436;stplus-ps2-358-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;31.8175;stplus-ps2-358-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;27.393;stplus-ps2-358-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;26.4363;stplus-ps2-358-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;27.468;stplus-ps2-358-mod-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;999999999;stplus-ps2-358-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;26.2043;stplus-ps2-358-mod-split(PaymentSystem);Second;Performance-Modifiability
p2;Performance;Latency;26.9436;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;31.8175;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;27.393;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;26.4363;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;27.468;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;999999999;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;23.27813;stplus-ps2-366-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;25.2026;stplus-ps2-366-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;23.04414;stplus-ps2-366-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;22.53669;stplus-ps2-366-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;30.4235;stplus-ps2-366-mod-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;23.8112;stplus-ps2-366-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;22.348979999999997;stplus-ps2-366-mod-split(PaymentSystem);Second;Performance-Modifiability
p2;Performance;Latency;23.27813;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;25.2026;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;23.04414;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;22.53669;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;30.4235;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;23.8112;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;16.98077;stplus-ps2-416-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;20.74776;stplus-ps2-416-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;17.827939999999998;stplus-ps2-416-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;16.83071;stplus-ps2-416-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;18.914369999999998;stplus-ps2-416-mod-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;18.26914;stplus-ps2-416-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;16.59996;stplus-ps2-416-mod-split(PaymentSystem);Second;Performance-Modifiability
p2;Performance;Latency;16.98077;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;20.74776;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;17.827939999999998;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;16.83071;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;18.914369999999998;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
p2;Performance;Latency;18.26914;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
p2;Performance;Latency;27.95384;stplus-ps2-476-mod-wrapper(IExporter);Second;Performance-Modifiability
p2;Performance;Latency;28.2396;stplus-ps2-476-mod-wrapper(ITripDB);Second;Performance-Modifiability
p2;Performance;Latency;28.722299999999997;stplus-ps2-476-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
p2;Performance;Latency;27.23682;stplus-ps2-476-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
p2;Performance;Latency;28.721899999999998;stplus-ps2-476-mod-wrapper(IBooking);Second;Performance-Modifiability
